PICKUP_POSTCODE,No_Jobs,No_trips,total_trips,Latitude,Longitude
587942,13,0,13,1.34465,103.788784
587943,18,0,18,1.344649,103.788777
587944,38,0,38,1.344657,103.788783
587945,3,0,3,1.344681,103.788772
587946,16,42,58,1.34468,103.788755
587947,13,0,13,1.344682,103.788746
587948,8,0,8,1.344682,103.788783
587949,15,0,15,1.344678,103.788759
587950,99,1,100,1.344677,103.788755
587951,7,0,7,1.344687,103.788773
587952,4,0,4,1.344658,103.788775
587953,135,0,135,1.344658,103.788751
587954,13,0,13,1.344682,103.788748
587955,15,0,15,1.344688,103.788754
587956,20,0,20,1.344682,103.788749
587957,13,0,13,1.344655,103.788773
587958,5,0,5,1.344689,103.788748
587959,26,128,154,1.344653,103.788783
587960,9,0,9,1.344653,103.788755
587961,2,0,2,1.344651,103.788757
587962,9,0,9,1.34469,103.788775
587963,5,0,5,1.344651,103.788752
587964,12,0,12,1.344681,103.788776
587966,5,0,5,1.344655,103.788776
587967,825,248,1073,1.346128,103.773259
587968,1404,811,2215,1.346754,103.772362
587969,532,95,627,1.347022,103.772755
587970,463,51,514,1.346589,103.773213
587971,808,178,986,1.346727,103.774098
587972,1576,185,1761,1.347128,103.77378
587973,707,94,801,1.34753,103.773461
587974,74,324,398,1.348757,103.772246
587975,946,126,1072,1.349136,103.772189
587976,1008,1811,2819,1.348213,103.771481
587977,596,1364,1960,1.347686,103.771792
587978,1186,13,1199,1.34825,103.771787
587979,67,30,97,1.337545,103.783999
587980,2,12,14,1.337535,103.783989
587981,12,9,21,1.337829,103.783726
587983,6,5,11,1.337938,103.783823
587984,17,0,17,1.33863,103.783736
587985,0,5,5,1.337938,103.783823
587986,77,1,78,1.338832,103.783323
587987,12,35,47,1.338822,103.783313
587988,2,1,3,1.344658,103.78878
587989,92,4,96,1.338842,103.783313
587990,9,7,16,1.339931,103.783798
587991,58,0,58,1.338832,103.783303
587992,18,0,18,1.340519,103.784379
587993,40,0,40,1.339232,103.782495
587994,4,15,19,1.340417,103.78379
587995,0,3,3,1.338821,103.783312
587996,1,0,1,1.344648,103.788742
587997,22,65,87,1.339603,103.78225
587998,23,0,23,1.341168,103.783709
587999,26,4,30,1.339657,103.783135
588000,2,0,2,1.344678,103.788785
588001,29,1,30,1.33979,103.783665
588002,7,2,9,1.340042,103.783811
588003,24,0,24,1.340689,103.783565
588004,95,1,96,1.341053,103.7835
588005,0,1,1,1.341302,103.784201
588006,0,9,9,1.341588,103.783735
588007,28,0,28,1.337957,103.783867
588008,7,0,7,1.340944,103.784334
588009,21,7,28,1.340041,103.78383
588010,32,0,32,1.341693,103.78344
588011,9,7,16,1.341678,103.783716
588012,24,1,25,1.33993,103.783797
588013,70,2,72,1.339209,103.782254
588014,17,0,17,1.339562,103.782064
588015,88,16,104,1.339427,103.782881
588016,11,2,13,1.337938,103.783823
588035,2,40,42,1.33752,103.783816
588036,301,31,332,1.337506,103.783622
588037,8,14,22,1.337491,103.783409
588039,23,34,57,1.337513,103.783699
588040,8,8,16,1.337491,103.783409
588041,1,2,3,1.340024,103.782216
588043,5,1,6,1.338006,103.783228
588044,0,1,1,1.341028,103.783704
588045,4,5,9,1.338082,103.783
588046,1,4,5,1.338651,103.782603
588047,12,4,16,1.338651,103.782603
588048,3,1,4,1.344657,103.788754
588049,6,1,7,1.338812,103.782524
588050,28,9,37,1.338672,103.782604
588051,10,0,10,1.338924,103.782623
588052,18,1,19,1.338834,103.783023
588054,25,0,25,1.338934,103.782455
588055,53,8,61,1.338952,103.783051
588084,13,0,13,1.339337,103.78117
588085,1,1,2,1.341578,103.783745
588086,4,0,4,1.338662,103.782614
588087,2,14,16,1.3397,103.780862
588088,1,0,1,1.338521,103.782765
588089,19,0,19,1.339302,103.781573
588090,6,0,6,1.339182,103.781679
588091,29,0,29,1.339319,103.781585
588092,41,0,41,1.33913,103.781738
588093,1,0,1,1.339233,103.781621
588094,0,1,1,1.339353,103.781608
588095,5,6,11,1.339386,103.78163
588096,0,2,2,1.339285,103.781562
588097,11,0,11,1.33942,103.781653
588098,3,4,7,1.338975,103.781914
588099,7,1,8,1.339454,103.781676
588100,8,0,8,1.338923,103.781973
588101,31,6,37,1.339488,103.781699
588102,0,4,4,1.339259,103.781591
588103,24,1,25,1.33882,103.78209
588104,2,2,4,1.338872,103.782031
588132,624,203,827,1.347202,103.770878
588133,327,203,530,1.346704,103.771309
588134,719,65,784,1.346046,103.771463
588135,295,89,384,1.346382,103.771043
588136,437,1,438,1.346385,103.771069
588137,712,25,737,1.34727,103.7707
588138,23,30,53,1.347247,103.770524
588139,1,1,2,1.339027,103.781855
588140,0,29,29,1.347303,103.770573
588141,3,6,9,1.34734,103.770606
588142,4,753,757,1.347378,103.770639
588143,51,86,137,1.347415,103.770672
588144,0,28,28,1.347452,103.770704
588145,5,405,410,1.34749,103.770737
588146,3,7,10,1.347527,103.77077
588147,4,6,10,1.347565,103.770803
588148,14,15,29,1.347602,103.770835
588149,1,0,1,1.339078,103.781797
588150,0,7,7,1.347585,103.770194
588151,1,2,3,1.337913,103.783265
588152,3,0,3,1.347562,103.770135
588153,7,2,9,1.34742,103.770038
588154,2,3,5,1.347388,103.770297
588155,2,0,2,1.347265,103.770541
588156,87,2,89,1.347292,103.770424
588157,11,50,61,1.347228,103.770508
588166,77,4163,4240,1.338636,103.776808
588168,7,752,759,1.340182,103.776342
588169,50,332,382,1.340645,103.776039
588170,6,69,75,1.340711,103.776031
588171,3,113,116,1.34077,103.77602
588172,124,65,189,1.340829,103.775995
588173,24,9,33,1.340902,103.775963
588174,15,12,27,1.340977,103.775935
588175,59,423,482,1.341025,103.775919
588176,350,614,964,1.341621,103.776156
588177,1058,776,1834,1.34234,103.776131
588178,102,2402,2504,1.342677,103.775981
588179,998,15138,16136,1.343236,103.775833
588180,41,161,202,1.344056,103.774728
588181,360,522,882,1.344516,103.774355
588182,527,380,907,1.345152,103.773467
588183,25,135,160,1.345236,103.773148
588184,275,514,789,1.34536,103.773044
588185,374,2027,2401,1.345599,103.772616
588186,51,98,149,1.345901,103.77217
588190,278,558,836,1.34913,103.770534
588191,5,703,708,1.352323,103.768954
588192,408,1345,1753,1.352316,103.768832
588195,1764,213,1977,1.352252,103.768148
588196,958,130,1088,1.351996,103.767055
588197,1694,109,1803,1.352807,103.767872
588198,51,42,93,1.352342,103.767467
588199,5,16,21,1.352323,103.768954
588200,0,71,71,1.352323,103.768954
588201,1,15,16,1.352323,103.768954
588202,0,53,53,1.352323,103.768954
588203,0,11,11,1.352323,103.768954
588204,2,12,14,1.352323,103.768954
588205,3,161,164,1.352323,103.768954
588207,55,22,77,1.349523,103.770466
588208,8,48,56,1.349523,103.770466
588209,3,12,15,1.349523,103.770466
588210,0,7,7,1.349523,103.770466
588211,36,0,36,1.349523,103.770466
588212,106,61,167,1.349523,103.770466
588213,154,100,254,1.349523,103.770466
588214,269,25,294,1.35019,103.770963
588215,126,5111,5237,1.339521,103.776288
588216,938,1172,2110,1.299509,103.837
588217,28,162,190,1.299509,103.837
588223,0,4,4,1.339259,103.781591
588224,14,5,19,1.335996,103.785567
588225,2,0,2,1.347356,103.770339
588226,3,1,4,1.335998,103.785579
588227,7,0,7,1.335943,103.78575
588229,8,1,9,1.335906,103.785864
588230,1,1,2,1.33598,103.785636
588231,2,0,2,1.33589,103.785893
588232,1,0,1,1.347639,103.770868
588233,3,0,3,1.347483,103.770084
588236,1,0,1,1.335848,103.786024
588237,50,2,52,1.335721,103.786415
588238,0,1,1,1.335758,103.786321
588267,12,7,19,1.335721,103.786415
588268,3,3,6,1.336029,103.786392
588269,2,0,2,1.335869,103.785978
588270,10,6,16,1.336009,103.786392
588271,0,2,2,1.336196,103.786427
588272,7,4,11,1.336344,103.7864
588273,2,3,5,1.33693,103.786194
588274,51,0,51,1.336318,103.786337
588275,24,0,24,1.336612,103.786358
588277,4,0,4,1.335975,103.785632
588278,7,1,8,1.336793,103.786303
588279,8,2,10,1.337686,103.786119
588280,75,0,75,1.33693,103.786214
588281,3,0,3,1.335832,103.786093
588282,7,11,18,1.337777,103.786107
588283,0,1,1,1.335731,103.786425
588285,7,1,8,1.337696,103.786129
588286,2,0,2,1.336308,103.786347
588287,0,1,1,1.33694,103.786204
588288,2,4,6,1.337695,103.786128
588289,1,0,1,1.337695,103.786128
588290,4,3,7,1.337797,103.786126
588291,13,3,16,1.338198,103.78609
588292,20,11,31,1.338789,103.786028
588293,13,0,13,1.338293,103.786059
588294,40,8,48,1.338931,103.786057
588295,12,0,12,1.338475,103.785975
588296,6,4,10,1.339052,103.786043
588297,5,0,5,1.33857,103.785942
588298,0,2,2,1.337695,103.786128
588299,16,5,21,1.338664,103.78591
588300,6,1,7,1.339257,103.786063
588301,39,1,40,1.338834,103.785878
588302,0,2,2,1.339121,103.786054
588303,10,0,10,1.338982,103.785862
588304,12,1,13,1.33948,103.786065
588305,2,5,7,1.33913,103.785846
588306,36,0,36,1.339018,103.785878
588307,33,2,35,1.339277,103.78583
588308,6,1,7,1.339189,103.78586
588309,21,1,22,1.339425,103.785814
588310,3,0,3,1.336929,103.786213
588311,1,3,4,1.336619,103.78628
588312,16,0,16,1.339533,103.785823
588313,29,0,29,1.339721,103.785782
588314,10,0,10,1.339705,103.785804
588315,12,3,15,1.339869,103.785766
588316,8,16,24,1.339877,103.785785
588317,0,4,4,1.339573,103.785798
588318,9,0,9,1.340048,103.785767
588319,17,0,17,1.340164,103.785734
588320,9,0,9,1.34022,103.785748
588321,4,0,4,1.340016,103.78575
588322,25,0,25,1.340392,103.78573
588324,91,32,123,1.340564,103.785711
588325,18,12,30,1.340608,103.785687
588326,4,1,5,1.340736,103.785693
588327,4,6,10,1.340755,103.785671
588328,157,18,175,1.340907,103.785674
588330,35,0,35,1.341079,103.785656
588332,7,0,7,1.341251,103.785637
588333,6,0,6,1.341199,103.785623
588334,33,29,62,1.341423,103.785619
588335,9,0,9,1.341347,103.785607
588336,57,0,57,1.341594,103.7856
588337,29,6,35,1.341495,103.785591
588338,3,0,3,1.339361,103.785841
588339,3,6,9,1.341642,103.785575
588340,5,0,5,1.341938,103.785563
588341,6,5,11,1.34179,103.785559
588342,5,0,5,1.342058,103.785503
588343,51,2,53,1.341938,103.785543
588344,4,0,4,1.340312,103.785718
588345,19,0,19,1.338268,103.785607
588346,2,1,3,1.341766,103.785582
588373,82,56,138,1.337453,103.781462
588374,191,1339,1530,1.337205,103.781221
588375,227,380,607,1.337588,103.781153
588376,275,71,346,1.338407,103.781457
588377,116,39,155,1.338428,103.781871
588378,231,607,838,1.338169,103.782195
588379,5,0,5,1.338709,103.782244
588384,2,73,75,1.340944,103.779397
588386,2,4,6,1.341047,103.779446
588387,56,10,66,1.341093,103.779496
588388,9,0,9,1.34115,103.779619
588389,11,18,29,1.341172,103.779678
588390,40,77,117,1.341207,103.779723
588391,11,95,106,1.341252,103.779763
588393,10,43,53,1.343775,103.779766
588397,513,208,721,1.351952,103.790818
588398,517,12,529,1.355485,103.796025
588399,638,369,1007,1.353562,103.788591
588400,28,7,35,1.338427,103.780922
588401,2,0,2,1.339358,103.786087
588402,28,0,28,1.338711,103.780804
588403,2,0,2,1.338597,103.780854
588404,23,10,33,1.338912,103.78071
588405,0,9,9,1.339007,103.780649
588406,2702,1389,4091,1.3464,103.780597
588458,1,13,14,1.339611,103.780722
588460,0,2,2,1.338805,103.780758
588461,1,18,19,1.339884,103.780956
588462,54,7,61,1.339827,103.780968
588463,19,3,22,1.339955,103.781021
588464,21,0,21,1.339881,103.781046
588465,4,1,5,1.340033,103.781081
588466,22,3,25,1.33995,103.781105
588468,8,0,8,1.340044,103.781197
588469,1,4,5,1.340168,103.781193
588470,5,33,38,1.340126,103.781274
588471,118,1,119,1.340106,103.781294
588472,7,0,7,1.340249,103.781232
588473,5,4,9,1.340205,103.78134
588475,2,0,2,1.339547,103.780806
588476,1,9,10,1.340381,103.781389
588477,84,4,88,1.340862,103.781943
588478,0,5,5,1.340587,103.781513
588480,2,0,2,1.340499,103.781603
588481,6,0,6,1.341011,103.782047
588482,1,0,1,1.338019,103.786099
588483,0,1,1,1.340691,103.78164
588484,3,0,3,1.339188,103.785859
588485,96,4,100,1.341165,103.782164
588486,5,3,8,1.340801,103.781754
588487,0,1,1,1.341087,103.782118
588488,10,0,10,1.340874,103.781817
588490,1,0,1,1.341237,103.782237
588492,1,0,1,1.340956,103.781875
588493,2,0,2,1.340635,103.781569
588494,1,0,1,1.341019,103.781931
588495,0,1,1,1.34111,103.781994
588496,2,0,2,1.341438,103.782398
588497,6,0,6,1.341248,103.782116
588498,2,1,3,1.340761,103.781698
588500,15,8,23,1.341463,103.782305
588529,58,3,61,1.340817,103.781856
588530,5,1,6,1.340749,103.781918
588531,11,0,11,1.340675,103.782912
588532,12,1,13,1.340689,103.781999
588533,0,1,1,1.341496,103.782454
588534,3,2,5,1.340652,103.782191
588535,6,2,8,1.340958,103.7829
588536,2,0,2,1.341171,103.782052
588537,36,0,36,1.34125,103.782898
588538,2,0,2,1.34064,103.78239
588539,1,1,2,1.340645,103.782512
588540,1,1,2,1.341348,103.78288
588541,2,0,2,1.340655,103.782717
588542,1,1,2,1.340655,103.782912
588543,1,1,2,1.341576,103.782471
588545,3,1,4,1.342048,103.785493
588546,8,3,11,1.341104,103.782919
588547,7,23,30,1.34125,103.782918
588548,1,7,8,1.341348,103.7829
588549,1,0,1,1.340811,103.782901
588551,0,3,3,1.341321,103.782169
588552,2,0,2,1.340738,103.782922
588553,0,9,9,1.341617,103.782397
588554,42,6,48,1.341648,103.782313
588555,0,6,6,1.34171,103.782146
588556,1,2,3,1.341562,103.782556
588557,0,75,75,1.341835,103.78181
588558,3,0,3,1.341773,103.781978
588559,4,2,6,1.340737,103.78292
588560,3,3,6,1.340658,103.782073
588586,200,8,208,1.334813,103.78863
588587,4,0,4,1.340958,103.78292
588588,0,119,119,1.334325,103.789189
588589,1,2,3,1.340639,103.782442
588590,10,0,10,1.33438,103.789172
588591,1,3,4,1.334552,103.789038
588592,2,1,3,1.334724,103.788924
588593,29,0,29,1.33535,103.788882
588594,34,0,34,1.334609,103.78902
588595,12,1,13,1.335676,103.788894
588596,17,9,26,1.335675,103.788893
588597,118,0,118,1.334724,103.788944
588598,10,8,18,1.335582,103.789114
588599,193,8,201,1.336329,103.788917
588600,37,10,47,1.335769,103.789145
588601,17,13,30,1.336655,103.788929
588602,6,5,11,1.336024,103.789113
588603,16,1,17,1.336981,103.788941
588604,9,33,42,1.336196,103.789138
588605,40,6,46,1.337307,103.788952
588606,50,6,56,1.336561,103.789102
588607,5,4,9,1.336833,103.789143
588608,29,0,29,1.33713,103.789182
588609,83,14,97,1.337063,103.788799
588610,1,0,1,1.341436,103.782859
588611,1,4,5,1.337381,103.788784
588612,35,6,41,1.337584,103.788794
588613,16,11,27,1.337864,103.788787
588614,34,10,44,1.338152,103.788815
588615,19,4,23,1.338324,103.78878
588616,0,4,4,1.335024,103.788871
588617,21,3,24,1.338724,103.788756
588618,50,2,52,1.338787,103.789211
588619,20,0,20,1.338907,103.788512
588620,35,13,48,1.33911,103.78921
588621,16,22,38,1.338933,103.78875
588622,47,1,48,1.339261,103.788686
588623,32,0,32,1.339189,103.788472
588624,7,0,7,1.340651,103.788975
588625,78,0,78,1.340853,103.788945
588626,13,2,15,1.341156,103.789004
588627,25,12,37,1.341759,103.788328
588628,11,52,63,1.342638,103.788616
588630,11,4,15,1.347864,103.786881
588631,60,0,60,1.348144,103.787035
588632,49,1,50,1.34848,103.786818
588633,13,24,37,1.348492,103.786438
588634,68,108,176,1.343447,103.788524
588635,110,12,122,1.344685,103.788765
588636,13,0,13,1.344676,103.788735
588637,38,0,38,1.344675,103.788736
588638,18,0,18,1.344648,103.788765
588639,11,0,11,1.344677,103.788741
588640,5,0,5,1.344686,103.788738
588641,17,0,17,1.34466,103.788771
588642,11,0,11,1.344656,103.78876
588643,6,0,6,1.344653,103.788735
588644,3,0,3,1.334495,103.789096
588645,10,0,10,1.344685,103.788765
588646,19,0,19,1.344654,103.788732
588647,1,0,1,1.337452,103.789331
588648,57,0,57,1.344657,103.788768
588649,1,0,1,1.344653,103.78877
588650,4,0,4,1.338513,103.788764
588651,10,0,10,1.344681,103.78874
588652,210,0,210,1.344655,103.788734
588653,3,0,3,1.344649,103.788764
588654,16,0,16,1.344649,103.78877
588655,6,0,6,1.344686,103.788733
588656,5,0,5,1.344656,103.788736
588657,20,0,20,1.344677,103.788767
588658,23,0,23,1.344654,103.788772
588659,23,2,25,1.344676,103.788766
588660,12,0,12,1.344657,103.78877
588661,62,0,62,1.344675,103.788739
588662,3,5,8,1.335144,103.788204
588663,5,13,18,1.335147,103.788216
588664,0,4,4,1.344679,103.788738
588665,28,15,43,1.335167,103.788158
588666,0,9,9,1.335197,103.788052
588667,1,2,3,1.344684,103.788734
588668,5,0,5,1.335233,103.787951
588669,34,0,34,1.335249,103.787925
588670,1,6,7,1.335268,103.787851
588671,1,2,3,1.335208,103.788041
588673,1,0,1,1.344657,103.788738
588675,22,0,22,1.335372,103.787576
588676,1,0,1,1.335331,103.787692
588677,3,10,13,1.335414,103.787459
588678,1,1,2,1.341586,103.782481
588679,25,7,32,1.335455,103.787343
588680,2,0,2,1.335411,103.787447
588681,1,0,1,1.335375,103.787548
588682,6,0,6,1.335482,103.787245
588684,2,0,2,1.335446,103.787346
588685,4,4,8,1.335578,103.786994
588686,11,0,11,1.335553,103.787044
588688,18,8,26,1.335589,103.786943
588689,2,44,46,1.33566,103.786761
588690,2,3,5,1.335624,103.786842
588691,2,106,108,1.33565,103.786751
588720,6,7,13,1.335759,103.788204
588721,21,4,25,1.335763,103.788212
588722,3,11,14,1.335778,103.788151
588723,1,0,1,1.335496,103.787227
588724,7,1,8,1.335816,103.788043
588725,10,9,19,1.335833,103.788016
588726,5,0,5,1.335854,103.787936
588728,3,0,3,1.33529,103.787808
588729,14,2,16,1.335926,103.787753
588730,0,4,4,1.335162,103.788153
588731,83,0,83,1.335946,103.787671
588733,7,0,7,1.336019,103.787491
588734,0,5,5,1.336006,103.787506
588735,32,3,35,1.336065,103.787359
588736,18,1,19,1.336044,103.787399
588737,10,0,10,1.336112,103.787228
588738,81,0,81,1.336082,103.787292
588739,1,21,22,1.336158,103.787097
588740,17,2,19,1.33612,103.787184
588741,9,48,57,1.336148,103.787087
588770,2,0,2,1.335518,103.787144
588771,6,1,7,1.334827,103.788271
588773,2,6,8,1.335203,103.788274
588774,4,1,5,1.33528,103.788275
588776,17,2,19,1.335586,103.788277
588777,0,1,1,1.335786,103.788147
588778,29,3,32,1.335797,103.788296
588779,1,1,2,1.334572,103.788176
588780,1,2,3,1.335892,103.787829
588781,72,4,76,1.335968,103.78831
588782,11,2,13,1.336022,103.78832
588783,1,2,3,1.335922,103.78831
588784,0,7,7,1.336111,103.788322
588785,14,7,21,1.336153,103.788332
588786,0,1,1,1.33573,103.788268
588789,43,17,60,1.335843,103.788263
588790,28,10,38,1.336454,103.788086
588791,16,5,21,1.335946,103.788269
588792,3,2,5,1.336534,103.787818
588793,0,1,1,1.336199,103.788322
588794,132,0,132,1.336594,103.787636
588795,4,8,12,1.336256,103.788285
588796,6,11,17,1.336658,103.787449
588797,1,2,3,1.336065,103.788316
588798,121,10,131,1.336873,103.786862
588799,72,2,74,1.336432,103.787973
588800,7,5,12,1.336978,103.786842
588801,4,2,6,1.336491,103.787793
588803,6,1,7,1.33655,103.787613
588804,12,0,12,1.337398,103.786761
588805,42,0,42,1.336609,103.787432
588806,55,0,55,1.337609,103.786721
588807,1,29,30,1.336658,103.787262
588808,3,5,8,1.337819,103.78668
588809,86,3,89,1.336813,103.786853
588810,20,5,25,1.338029,103.78664
588811,2,3,5,1.336858,103.786845
588812,1,5,6,1.336948,103.786827
588813,0,2,2,1.335868,103.788304
588814,21,5,26,1.337128,103.786793
588815,9,1,10,1.337218,103.786776
588816,1,0,1,1.336153,103.78828
588817,10,3,13,1.337398,103.786741
588818,4,0,4,1.33593,103.787721
588819,0,2,2,1.337038,103.78681
588820,32,2,34,1.337669,103.786689
588821,23,4,27,1.337759,103.786672
588822,2,0,2,1.337579,103.786706
588824,175,0,175,1.338019,103.78663
588825,2,11,13,1.336474,103.788019
588827,1,6,7,1.337818,103.786679
588853,4,2,6,1.340938,103.781022
588854,17,0,17,1.34098,103.78106
588855,0,2,2,1.337849,103.786655
588856,2,0,2,1.341066,103.781135
588857,49,2,51,1.341237,103.781285
588858,1,1,2,1.341151,103.78121
588859,1,2,3,1.336373,103.788154
588861,12,0,12,1.341579,103.781585
588862,0,3,3,1.341408,103.781435
588863,39,4,43,1.34175,103.781735
588864,7,3,10,1.341825,103.7818
588893,13,209,222,1.340394,103.779608
588894,0,104,104,1.340393,103.779607
588895,6,547,553,1.340374,103.779608
588896,4,0,4,1.337489,103.786724
588897,3,1,4,1.340433,103.779653
588898,0,5,5,1.340413,103.779653
588899,6,8,14,1.340511,103.779743
588902,3,0,3,1.341655,103.781666
588903,2,0,2,1.341322,103.78136
588904,12,0,12,1.34057,103.779834
588906,0,2,2,1.340589,103.779832
588907,10,5,15,1.340648,103.779924
588909,0,1,1,1.337308,103.786758
588911,8,0,8,1.340824,103.780104
588912,8,1,9,1.340804,103.780104
588913,1,0,1,1.340745,103.780013
588914,11,1,12,1.340888,103.780182
588915,37,1,38,1.340964,103.780226
588916,1,9,10,1.341044,103.780277
588917,2,5,7,1.341034,103.780287
588946,1,51,52,1.339968,103.779997
588947,4,15,19,1.339905,103.780197
588948,1,0,1,1.340888,103.780162
588949,10,1,11,1.33995,103.780251
588950,1,1,2,1.340667,103.779923
588951,1,0,1,1.340022,103.780063
588952,4,0,4,1.340432,103.779652
588953,2,2,4,1.340168,103.780226
588954,2,0,2,1.340117,103.780173
588955,39,0,39,1.340201,103.780509
588956,1,4,5,1.340386,103.780463
588958,0,1,1,1.34001,103.780311
588959,155,0,155,1.340347,103.780652
588960,2,1,3,1.34059,103.779834
588961,2,0,2,1.340307,103.780398
588962,9,1,10,1.340631,103.780643
588963,45,0,45,1.340525,103.780784
588964,4,4,8,1.340696,103.780693
588965,2,0,2,1.340432,103.780711
588966,0,1,1,1.340268,103.780564
588967,5,4,9,1.340719,103.780959
588996,8321,352,8673,1.339001,103.778958
588997,542,2155,2697,1.339407,103.779624
588998,641,32248,32889,1.338625,103.778606
588999,5,751,756,1.341237,103.777909
589031,4,1,5,1.336632,103.785364
589032,8,0,8,1.336635,103.78532
589033,8,1,9,1.336643,103.785234
589034,7,5,12,1.33665,103.785148
589035,2,4,6,1.336658,103.785061
589036,15,18,33,1.336688,103.784966
589037,0,8,8,1.336726,103.784934
589038,43,1,44,1.336812,103.784896
589041,2,1,3,1.340555,103.78056
589042,2,0,2,1.340582,103.780829
589043,1,0,1,1.340667,103.780909
589045,1,0,1,1.337204,103.784964
589046,2,14,16,1.33745,103.785024
589047,72,0,72,1.337496,103.784762
589048,2,21,23,1.337468,103.784908
589049,1,0,1,1.337368,103.785004
589051,1,0,1,1.33746,103.785034
589052,1,8,9,1.337423,103.785213
589053,2,0,2,1.337121,103.784944
589054,0,1,1,1.337437,103.785129
589055,1,6,7,1.337393,103.785457
589084,0,1,1,1.337396,103.785382
589085,31,3,34,1.337345,103.785495
589086,3,106,109,1.336017,103.785502
589088,0,1,1,1.337165,103.785487
589089,16,0,16,1.336294,103.785376
589090,10,1,11,1.33757,103.785505
589091,2,0,2,1.33741,103.785298
589092,9,0,9,1.336374,103.785376
589093,4,0,4,1.34007,103.780378
589094,4,6,10,1.336488,103.785379
589095,13,3,16,1.337706,103.786119
589096,4,2,6,1.336638,103.785417
589097,1,0,1,1.336229,103.785376
589099,4,0,4,1.336427,103.785379
589100,19,3,22,1.336948,103.785383
589101,0,1,1,1.336741,103.785373
589102,2,3,5,1.337048,103.785432
589103,1,2,3,1.337039,103.784924
589104,6,2,8,1.337047,103.785431
589105,1,2,3,1.337047,103.785431
589106,16,6,22,1.337047,103.785431
589107,35,0,35,1.337764,103.785496
589109,5,5,10,1.337763,103.785495
589110,6,5,11,1.337763,103.785495
589111,6,0,6,1.337871,103.785238
589112,6,11,17,1.33787,103.785237
589113,2,0,2,1.336628,103.785407
589114,9,0,9,1.338073,103.785216
589115,9,0,9,1.337893,103.785215
589116,7,3,10,1.338207,103.785201
589117,4,1,5,1.337981,103.785206
589118,47,0,47,1.338341,103.785186
589119,14,0,14,1.338158,103.785186
589120,10,5,15,1.338476,103.785172
589121,41,1,42,1.338335,103.785167
589122,41,4,45,1.33861,103.785157
589123,69,2,71,1.338512,103.785148
589124,30,12,42,1.338744,103.785142
589125,4,0,4,1.33688,103.78538
589126,6,5,11,1.338878,103.785128
589127,19,1,20,1.338866,103.785109
589128,25,6,31,1.339013,103.785113
589129,21,2,23,1.339043,103.78509
589130,38,0,38,1.339147,103.785098
589131,2,0,2,1.337938,103.78523
589132,28,5,33,1.339281,103.785084
589133,22,13,35,1.339397,103.785051
589134,1,21,22,1.339416,103.785069
589136,45,5,50,1.33955,103.785054
589138,1,0,1,1.337764,103.785496
589139,15,2,17,1.339929,103.784993
589141,41,0,41,1.340106,103.784974
589142,168,0,168,1.339953,103.785011
589143,19,22,41,1.340283,103.784955
589144,11,0,11,1.340087,103.784996
589145,100,0,100,1.34046,103.784935
589146,0,5,5,1.340222,103.784981
589147,9,0,9,1.340637,103.784916
589148,1,1,2,1.33922,103.78507
589149,44,1,45,1.340814,103.784897
589150,5,2,7,1.34049,103.784952
589151,30,17,47,1.340991,103.784877
589152,0,1,1,1.339684,103.78504
589153,21,2,23,1.341168,103.784858
589154,5,0,5,1.340759,103.784923
589155,15,1,16,1.341345,103.784839
589157,3,9,12,1.341522,103.784819
589158,43,1,44,1.341027,103.784893
589159,4,0,4,1.338689,103.785128
589160,25,0,25,1.341162,103.784879
589161,8,0,8,1.341699,103.7848
589162,4,0,4,1.341689,103.78481
589163,24,1,25,1.34213,103.784767
589164,14,0,14,1.34143,103.784849
589165,41,34,75,1.342342,103.784706
589166,30,2,32,1.341565,103.784835
589167,15,8,23,1.342399,103.78479
589168,3,4,7,1.341699,103.78482
589169,24,1,25,1.342448,103.78487
589170,25,3,28,1.342253,103.784787
589171,5,25,30,1.342511,103.784965
589172,1,1,2,1.340356,103.784967
589173,2,6,8,1.342553,103.785047
589174,11,1,12,1.342369,103.784883
589175,11,17,28,1.342612,103.78514
589176,4,0,4,1.341296,103.784864
589177,18,5,23,1.343104,103.785697
589178,149,46,195,1.343149,103.785721
589179,107,2,109,1.342523,103.785125
589180,80,6,86,1.343225,103.785811
589181,5,0,5,1.3426,103.785246
589182,3,2,5,1.342947,103.785895
589183,11,0,11,1.342677,103.785367
589184,14,0,14,1.3429,103.785928
589185,40,5,45,1.342754,103.785488
589186,4,3,7,1.342806,103.785995
589188,4,0,4,1.342446,103.785004
589189,3,6,9,1.342907,103.78573
589190,70,2,72,1.342618,103.78613
589191,71,4,75,1.342984,103.785851
589192,0,1,1,1.340625,103.784937
589193,51,7,58,1.342501,103.786137
589194,20,35,55,1.342456,103.7861
589195,1,2,3,1.337047,103.785431
589196,2,0,2,1.342253,103.784787
589197,12,1,13,1.342401,103.785989
589198,2,0,2,1.342398,103.786014
589199,87,0,87,1.342334,103.78589
589201,9,41,50,1.342268,103.78579
589202,4,4,8,1.342058,103.785503
589203,19,1,20,1.342201,103.785691
589204,3,1,4,1.342712,103.786063
589205,38,6,44,1.342135,103.785592
589206,6,0,6,1.342068,103.785493
589207,30,3,33,1.342068,103.785493
589208,3,0,3,1.342467,103.786088
589209,4,0,4,1.341972,103.785399
589210,0,1,1,1.342534,103.786187
589211,16,4,20,1.342448,103.78487
589212,17,3,20,1.342511,103.784965
589213,22,3,25,1.343303,103.785896
