PICKUP_POSTCODE,No_Jobs,No_trips,total_trips,Latitude,Longitude
439711,30,3,33,1.301199,103.891314
439712,1,0,1,1.301533,103.891666
439713,0,3,3,1.302164,103.893682
439715,3,1,4,1.301486,103.891015
439716,25,2,27,1.302316,103.894938
439717,16,0,16,1.301747,103.892208
439718,85,1,86,1.301733,103.892072
439719,4,0,4,1.301706,103.891963
439720,12,0,12,1.301609,103.891529
439721,88,1,89,1.301593,103.891478
439722,6,0,6,1.302244,103.891339
439723,21,1,22,1.302221,103.891167
439725,13,1,14,1.301539,103.891254
439726,1,0,1,1.301199,103.891314
439727,0,9,9,1.302259,103.895455
439728,48,0,48,1.302238,103.895372
439729,5,0,5,1.30223,103.895262
439730,0,3,3,1.301515,103.891155
439731,4,0,4,1.305442,103.895666
439732,1,1,2,1.301632,103.891616
439733,4,7,11,1.305848,103.895584
439734,8,0,8,1.30583,103.895515
439736,22,0,22,1.305711,103.895467
439737,11,1,12,1.305779,103.895358
439738,65,2,67,1.305789,103.895197
439739,5,0,5,1.305693,103.895297
439740,13,13,26,1.305754,103.895052
439741,108,0,108,1.305789,103.895303
439742,16,0,16,1.305794,103.895227
439743,1,6,7,1.305541,103.895119
439744,3,3,6,1.305738,103.894846
439745,0,1,1,1.301543,103.891225
439746,17,0,17,1.305679,103.895122
439747,8,0,8,1.305684,103.895159
439748,8,40,48,1.304896,103.894833
439749,32,0,32,1.305019,103.894827
439750,2,0,2,1.305755,103.895542
439751,50,1,51,1.305454,103.894717
439752,7,0,7,1.306093,103.894471
439753,2,1,3,1.301562,103.891825
439754,6,3,9,1.305802,103.894436
439755,2,4,6,1.30579,103.894218
439756,35,1,36,1.305444,103.894461
439757,4,3,7,1.305807,103.894311
439758,2,0,2,1.305799,103.894619
439759,7,0,7,1.305429,103.894283
439760,1,1,2,1.306077,103.894303
439761,9,0,9,1.305412,103.894079
439762,28,9,37,1.305762,103.893555
439763,61,0,61,1.305392,103.893713
439764,6,12,18,1.305675,103.895072
439765,17,0,17,1.305194,103.894225
439766,6,2,8,1.305698,103.895415
439767,54,0,54,1.305696,103.895355
439768,0,17,17,1.305691,103.89525
439769,31,1,32,1.305911,103.893965
439770,84,1,85,1.305892,103.89402
439771,4,1,5,1.305815,103.893563
439772,8,4,12,1.305777,103.895122
439773,2,0,2,1.306046,103.893879
439774,20,0,20,1.305155,103.893938
439775,24,2,26,1.305389,103.89388
439776,2,1,3,1.305345,103.894766
439777,4,0,4,1.305915,103.894129
439778,33,0,33,1.305362,103.893687
439780,20,0,20,1.30514,103.889038
439781,2,4,6,1.305232,103.889028
439782,1,0,1,1.305917,103.894674
439783,14,0,14,1.305299,103.889454
439784,26,0,26,1.305171,103.889335
439785,26,34,60,1.30542,103.889888
439786,26,0,26,1.305186,103.889579
439787,3,0,3,1.30592,103.894291
439788,14,0,14,1.305218,103.889908
439789,18,6,24,1.305288,103.889574
439790,3,2,5,1.305294,103.889693
439791,18,0,18,1.305138,103.888949
439792,0,2,2,1.305395,103.894003
439793,9,4,13,1.305231,103.88916
439794,0,4,4,1.305242,103.889277
439795,6,0,6,1.305176,103.889482
439796,0,5,5,1.299509,103.837
439804,16,0,16,1.305206,103.888491
439805,10,0,10,1.305009,103.888447
439806,2,3,5,1.30479,103.88846
439807,12,73,85,1.301792,103.887873
439810,2,0,2,1.305122,103.888784
439811,3,2,5,1.303755,103.888414
439812,19,19,38,1.30356,103.888414
439813,1,1,2,1.304768,103.888725
439814,4,1,5,1.302801,103.888425
439815,0,1,1,1.304912,103.889255
439816,0,4,4,1.302586,103.888407
439817,4,5,9,1.30232,103.888348
439818,23,6,29,1.302291,103.888156
439819,1,0,1,1.302686,103.888426
439820,1,1,2,1.30253,103.888412
439821,16,0,16,1.302,103.888101
439822,1,0,1,1.302158,103.88814
439823,79,2,81,1.301687,103.888198
439824,42,211,253,1.300469,103.887532
439825,14,10,24,1.301584,103.888048
439826,1722,384,2106,1.299907,103.887896
439827,334,11,345,1.29892,103.887605
439828,132,173,305,1.298608,103.887881
439829,1034,298,1332,1.298909,103.887328
439830,994,140,1134,1.299156,103.88768
439831,18,11,29,1.305217,103.888886
439832,5,7,12,1.305216,103.888832
439833,98,5,103,1.299509,103.837
439834,46,0,46,1.299509,103.837
439845,2206,364,2570,1.299229,103.89848
439846,0,6,6,1.299104,103.897053
439847,0,25,25,1.299081,103.897129
439848,0,7,7,1.299049,103.897216
439850,1,28,29,1.298991,103.8974
439851,1,63,64,1.298974,103.897479
439852,2,37,39,1.299355,103.898205
439853,51,263,314,1.299438,103.89833
439854,638,134,772,1.29911,103.899127
439855,4,105,109,1.29946,103.898494
439856,0,15,15,1.299477,103.898554
439857,991,410,1401,1.299146,103.899208
439859,0,1,1,1.301938,103.888107
439860,2,10,12,1.299492,103.898573
439861,0,10,10,1.299513,103.89867
439862,2,3,5,1.299511,103.898769
439863,102,166,268,1.299389,103.899421
439865,327,190,517,1.299646,103.899783
439866,484,153,637,1.299536,103.898841
439868,36,123,159,1.300017,103.900246
439869,169,118,287,1.29992,103.89903
439870,1071,114,1185,1.300211,103.900423
439871,348,999,1347,1.300382,103.9007
439872,1516,276,1792,1.300646,103.901251
439873,11,1086,1097,1.300627,103.901205
439874,300,70,370,1.300254,103.900178
439875,13,282,295,1.300178,103.900171
439876,108,15,123,1.300382,103.900492
439877,268,79,347,1.300619,103.900898
439878,106,34,140,1.300762,103.901126
439885,243,722,965,1.300792,103.901267
439886,77,42,119,1.302636,103.901821
439887,7,4418,4425,1.301241,103.900679
439888,1673,5670,7343,1.301285,103.900843
439889,2,1191,1193,1.302474,103.900738
439890,1,97,98,1.302474,103.900738
439892,15,345,360,1.302474,103.900738
439893,2556,299,2855,1.302474,103.900738
439894,1994,93,2087,1.303008,103.90138
439895,1518,163,1681,1.303144,103.901622
439897,2602,81,2683,1.303385,103.901966
439899,1,66,67,1.302474,103.900738
439900,1,36,37,1.302474,103.900738
439901,0,44,44,1.302474,103.900738
439902,0,29,29,1.302474,103.900738
439903,1,16,17,1.302474,103.900738
439904,0,6,6,1.302474,103.900738
439905,1,10,11,1.302474,103.900738
439906,0,1,1,1.299482,103.89852
439907,0,2,2,1.302088,103.888117
439908,1,2,3,1.305188,103.889783
439909,1,8,9,1.302474,103.900738
439910,1,32,33,1.302474,103.900738
439911,0,94,94,1.302474,103.900738
439912,0,250,250,1.302474,103.900738
439913,0,448,448,1.302474,103.900738
439915,0,445,445,1.302474,103.900738
439917,0,375,375,1.302474,103.900738
439919,0,145,145,1.302474,103.900738
439920,1,162,163,1.302474,103.900738
439921,0,49,49,1.302474,103.900738
439922,1,78,79,1.302474,103.900738
439923,1,249,250,1.302474,103.900738
439924,2,89,91,1.302474,103.900738
439925,1,17,18,1.302474,103.900738
439926,3,176,179,1.302474,103.900738
439927,8,521,529,1.302474,103.900738
439928,0,130,130,1.302474,103.900738
439929,3,162,165,1.302474,103.900738
439930,4,110,114,1.302474,103.900738
439931,4,209,213,1.302474,103.900738
439932,4,311,315,1.302474,103.900738
439933,6,858,864,1.302474,103.900738
439934,8,1189,1197,1.302474,103.900738
439935,4,2904,2908,1.299936,103.90005
439936,4,2225,2229,1.302474,103.900738
439937,3,1858,1861,1.302474,103.900738
439938,4,990,994,1.302474,103.900738
439939,1,690,691,1.302474,103.900738
439940,0,190,190,1.302474,103.900738
439941,1,1808,1809,1.302695,103.900848
439942,1338,149,1487,1.301144,103.901562
439943,1602,14,1616,1.301479,103.902483
439944,1587,2,1589,1.301759,103.902877
439945,1694,4,1698,1.302359,103.902568
439946,988,6,994,1.302076,103.901966
439947,1105,588,1693,1.301592,103.901225
439948,597,1591,2188,1.301565,103.901325
439949,52,295,347,1.301133,103.902244
439950,231,4,235,1.300562,103.900552
439951,55,34,89,1.334916,103.746876
439952,33,140,173,1.299509,103.837
439957,2313,404,2717,1.301534,103.898474
439958,2673,687,3360,1.301372,103.898779
439959,2642,1010,3652,1.300952,103.898157
439960,2041,214,2255,1.300263,103.899561
439961,1478,189,1667,1.301036,103.899702
439962,4,277,281,1.301609,103.899754
439964,551,476,1027,1.301791,103.900238
439965,700,2508,3208,1.301905,103.900544
439966,1533,365,1898,1.301756,103.899721
439967,1335,2147,3482,1.301884,103.900267
439968,1097,723,1820,1.301904,103.900097
439969,1383,783,2166,1.30232,103.899494
439970,1135,174,1309,1.302506,103.89995
439971,42,151,193,1.302492,103.900252
439972,3599,1215,4814,1.301593,103.897737
439973,172,1324,1496,1.301787,103.898329
439974,2091,374,2465,1.301896,103.898977
439979,693,116,809,1.301574,103.899852
439983,3,584,587,1.302301,103.901259
439984,11,21,32,1.302301,103.901259
440001,502,184,686,1.304871,103.918319
440002,669,392,1061,1.304569,103.918039
440003,705,40,745,1.304197,103.917445
440004,906,221,1127,1.305149,103.917504
440005,815,4168,4983,1.304627,103.916938
440006,788,509,1297,1.303912,103.916295
440007,533,166,699,1.304223,103.917044
440008,410,343,753,1.304454,103.915936
440012,354,2269,2623,1.304686,103.915508
440013,332,100,432,1.304119,103.915318
440014,481,123,604,1.303541,103.915093
440015,379,3556,3935,1.304926,103.91384
440016,222,53,275,1.304433,103.913791
440017,885,86,971,1.303902,103.913902
440018,1335,30,1365,1.303337,103.914032
440019,287,791,1078,1.304402,103.914676
440020,462,458,920,1.303717,103.91481
440027,515,910,1425,1.304086,103.91318
440028,956,137,1093,1.303511,103.913029
440029,119,2202,2321,1.302935,103.912842
440030,1301,205,1506,1.304319,103.911007
440031,659,583,1242,1.303837,103.911205
440032,866,36,902,1.303276,103.911753
440033,1901,3609,5510,1.302815,103.911992
440034,1436,585,2021,1.303763,103.912031
440035,624,168,792,1.303118,103.91258
440043,322,2306,2628,1.305505,103.912895
440044,676,4668,5344,1.304869,103.912857
440045,941,10541,11482,1.304644,103.912262
440046,609,159,768,1.305121,103.91249
440047,601,1385,1986,1.305601,103.912092
440050,41,1938,1979,1.305042,103.915939
440051,493,369,862,1.306362,103.916064
440052,372,464,836,1.305881,103.916157
440053,424,7415,7839,1.305265,103.916178
440054,268,12034,12302,1.305411,103.91469
440055,504,2194,2698,1.305504,103.91385
440056,19,90,109,1.305628,103.915389
440057,358,2357,2715,1.306489,103.915416
440058,498,2216,2714,1.306093,103.913733
440059,951,669,1620,1.30588,103.914506
440060,281,352,633,1.303494,103.908332
440061,292,165,457,1.303173,103.908546
440062,857,67,924,1.302778,103.908816
440063,517,14,531,1.302514,103.90902
440064,870,258,1128,1.302105,103.909392
440065,928,315,1243,1.303517,103.909439
440066,139,55,194,1.303964,103.909269
440067,237,0,237,1.304452,103.909189
440071,448,227,675,1.304611,103.908712
440072,197,2497,2694,1.30432,103.908069
440073,273,461,734,1.303881,103.908027
440074,522,4883,5405,1.303598,103.906901
440075,431,366,797,1.303468,103.907273
440076,349,1014,1363,1.303042,103.907497
440077,1052,480,1532,1.302071,103.908502
440078,986,376,1362,1.301599,103.908412
440079,594,3293,3887,1.301608,103.907701
440080,284,2758,3042,1.302256,103.907597
440081,475,4159,4634,1.30286,103.907111
440082,24,39,63,1.302554,103.906736
440083,371,2345,2716,1.301769,103.906719
440084,68,135,203,1.302245,103.906557
440085,11,58,69,1.302055,103.906589
440086,93,41,134,1.301492,103.906681
440087,474,76197,76671,1.302638,103.905569
440089,177,220,397,1.30138,103.906661
441012,221,158,379,1.304357,103.915241
441014,9,61,70,1.303211,103.915502
441015,3,306,309,1.304837,103.91421
441016,71,172,243,1.30401,103.914144
441017,55,242,297,1.303487,103.914405
441032,16,194,210,1.303723,103.911882
441035,40,798,838,1.303798,103.912893
441043,11,1066,1077,1.305687,103.913325
441044,53,1162,1215,1.305048,103.913227
441047,1,9,10,1.305546,103.912582
441050,62,152,214,1.305719,103.915986
441065,31,347,378,1.302802,103.909526
441076,13,671,684,1.303277,103.907909
441077,121,249,370,1.299509,103.837
445448,2,5,7,1.299509,103.837
448879,238,1123,1361,1.308724,103.928616
448880,434,270,704,1.308378,103.927638
448906,2725,469,3194,1.306339,103.925486
448907,2283,180,2463,1.30604,103.924022
448908,5516,1118,6634,1.307426,103.92348
448909,5975,1314,7289,1.307723,103.925126
448910,66,352,418,1.307426,103.925843
448911,64,48,112,1.307537,103.924261
448912,66,1,67,1.307068,103.923784
449025,965,433,1398,1.305968,103.921169
449026,1328,340,1668,1.305643,103.921753
449027,993,212,1205,1.305923,103.922515
449028,993,230,1223,1.306153,103.922528
449029,363,196,559,1.306834,103.922145
449030,484,300,784,1.307509,103.921955
449031,618,1990,2608,1.307387,103.921618
449032,631,320,951,1.306699,103.921568
449033,1063,365,1428,1.307352,103.921438
449034,23,106,129,1.306286,103.922028
449035,349,143,492,1.306142,103.919825
449036,5,36,41,1.306036,103.919104
449149,207,3257,3464,1.305526,103.917371
449150,301,7017,7318,1.306597,103.917751
449265,1059,45629,46688,1.302814,103.904062
449266,195,123,318,1.299938,103.901878
449267,203,47,250,1.299864,103.901876
449268,126,1134,1260,1.299802,103.901883
449269,12779,25852,38631,1.301072,103.905281
449271,25,4829,4854,1.303337,103.905407
449273,592,3,595,1.3035,103.905561
449274,160,250,410,1.304314,103.906623
449282,439,1324,1763,1.304975,103.909671
449283,166,1208,1374,1.309723,103.927507
449284,896,1480,2376,1.309866,103.9303
449285,585,428,1013,1.309866,103.9303
449286,1347,710,2057,1.309866,103.9303
449287,1048,456,1504,1.309866,103.9303
449288,110,474,584,1.309866,103.9303
449289,289,961,1250,1.309697,103.930985
449290,802,431,1233,1.310052,103.932002
449291,1048,159,1207,1.309528,103.932078
449292,1043,394,1437,1.309172,103.932739
449293,1201,396,1597,1.309452,103.933507
449294,504,292,796,1.310017,103.933861
449295,582,1385,1967,1.310731,103.933412
449296,91,1448,1539,1.306456,103.914692
449297,830,3268,4098,1.301218,103.903849
449298,1019,285,1304,1.301261,103.903962
449300,1786,591,2377,1.300629,103.904605
449301,2886,884,3770,1.300354,103.903907
449302,1051,230,1281,1.30117,103.903837
449303,87,145,232,1.311459,103.933762
449304,13,183,196,1.309309,103.933083
449305,2983,1355,4338,1.299679,103.901741
449306,912,1049,1961,1.299631,103.901739
449307,2057,2,2059,1.299959,103.902858
449308,1849,806,2655,1.299938,103.902841
449309,2,12,14,1.299509,103.837
449310,9,1,10,1.299509,103.837
449311,3,0,3,1.302474,103.900738
449312,25,9,34,1.299509,103.837
449313,181,5,186,1.303548,103.905176
449314,49,44,93,1.299509,103.837
449315,24,2,26,1.299509,103.837
449408,307,523,830,1.301845,103.906223
449409,322,10913,11235,1.301923,103.907432
449410,27,13983,14010,1.303173,103.90667
449411,2205,262,2467,1.30153,103.906984
449412,1319,296,1615,1.301571,103.907039
449524,3,73,76,1.302438,103.903898
449527,58,30,88,1.304404,103.906802
449528,127,61,188,1.304493,103.906903
449529,28,6,34,1.305022,103.906547
449530,2,0,2,1.302474,103.900738
449531,26,0,26,1.305087,103.908009
449532,6,66,72,1.305131,103.90815
449533,0,21,21,1.305157,103.908192
449534,1,30,31,1.305192,103.908211
449536,11365,1939,13304,1.303766,103.902914
449627,15,13,28,1.299509,103.837
449761,490,914,1404,1.304906,103.911434
449874,841,647,1488,1.297597,103.90035
449875,1918,2288,4206,1.298913,103.905838
449876,2928,2954,5882,1.301206,103.91338
449877,1582,1987,3569,1.302508,103.915855
449878,213,508,721,1.302473,103.916065
449879,4,17,21,1.304028,103.923331
449880,6,1,7,1.304038,103.923344
449881,628,17,645,1.30562,103.929882
449882,292,17628,17920,1.305568,103.930223
449883,2052,7,2059,1.305216,103.930657
449884,50,27,77,1.306086,103.931081
449885,213,20,233,1.306253,103.934535
449886,9,8,17,1.306416,103.934628
449887,33,0,33,1.306351,103.934932
449889,43,0,43,1.298322,103.902927
449890,4,106,110,1.303086,103.921572
449891,82,0,82,1.305595,103.931679
449892,403,77,480,1.301427,103.914883
449893,70,1,71,1.302569,103.917722
449894,7,30,37,1.299509,103.837
449895,30,162,192,1.299509,103.837
450001,76,1520,1596,1.311762,103.922973
450002,8,1412,1420,1.311808,103.923062
450003,1,0,1,1.302474,103.900738
450004,0,4,4,1.311883,103.923271
454813,3,0,3,1.299509,103.837
454814,1,0,1,1.31186,103.923147
454820,1,0,1,1.299509,103.837
454822,0,3,3,1.299509,103.837
454827,1,0,1,1.299509,103.837
454828,3,4,7,1.299509,103.837
454837,27,0,27,1.299509,103.837
454838,4,0,4,1.299509,103.837
454840,4,71,75,1.299509,103.837
454842,2,40,42,1.299509,103.837
454847,8,0,8,1.299509,103.837
454852,1047,33,1080,1.318414,103.921288
454853,3,16,19,1.318586,103.920812
454854,23,27,50,1.3187,103.920648
454855,1322,28,1350,1.317776,103.922087
454856,2,1,3,1.299509,103.837
454857,0,7,7,1.310244,103.924399
454858,1,3,4,1.310244,103.924399
454917,1,4,5,1.299509,103.837
454918,21,1,22,1.299509,103.837
454920,0,2,2,1.305092,103.908094
454927,11,0,11,1.319437,103.919712
454932,2,24,26,1.319313,103.919685
454933,7,0,7,1.319292,103.919622
454934,9,0,9,1.319241,103.919602
454935,6,0,6,1.319391,103.91973
454936,16,0,16,1.319365,103.919668
454937,10,0,10,1.313973,103.916053
454939,65,1,66,1.299509,103.837
454940,14,5,19,1.299509,103.837
454941,0,1,1,1.299509,103.837
454942,7,24,31,1.314789,103.922675
454943,777,5,782,1.318414,103.921288
454944,118,10,128,1.318414,103.921288
454945,331,28,359,1.318414,103.921288
454946,571,8,579,1.318414,103.921288
454947,59,16,75,1.318685,103.921656
454948,9,0,9,1.318659,103.921628
454949,2,0,2,1.299509,103.837
454951,0,26,26,1.299509,103.837
454954,0,16,16,1.299509,103.837
454955,0,8,8,1.299509,103.837
454956,0,8,8,1.299509,103.837
454957,18,42,60,1.309117,103.922582
454958,37,1,38,1.309117,103.922582
454959,3,0,3,1.299509,103.837
454960,5,0,5,1.309117,103.922582
454961,7,0,7,1.309117,103.922582
454962,4,0,4,1.309117,103.922582
454963,166,90,256,1.309117,103.922582
454964,4,0,4,1.316121,103.922451
454965,49,73,122,1.317697,103.921742
454966,54,7,61,1.317619,103.921822
454967,35,96,131,1.317528,103.92193
454968,3,23,26,1.313753,103.922988
454969,11,38,49,1.31383,103.922966
454970,7,0,7,1.319719,103.919757
454975,10,36,46,1.314958,103.92764
454976,1,32,33,1.315253,103.925901
454977,3,23,26,1.31515,103.925924
454978,9,4,13,1.315244,103.925955
454979,2,0,2,1.318629,103.921608
454980,137,9,146,1.31524,103.926012
454981,7,2,9,1.315148,103.926046
454982,8,2,10,1.315233,103.926089
454983,1,0,1,1.299509,103.837
454984,17,2,19,1.315231,103.926155
454985,34,5,39,1.315149,103.926183
454986,103,3,106,1.315224,103.926231
454987,4,10,14,1.315149,103.926252
454988,0,3,3,1.309117,103.922582
454989,0,1,1,1.31515,103.926118
454990,18,17,35,1.315214,103.926379
454991,26,24,50,1.315142,103.926376
454992,31,11,42,1.310243,103.925426
454993,11,34,45,1.310312,103.925393
454994,3,8,11,1.310369,103.925366
454995,5,46,51,1.31043,103.925338
454996,5,89,94,1.310488,103.925316
454997,0,20,20,1.314166,103.922862
454998,94,224,318,1.311721,103.924482
454999,24,96,120,1.316848,103.922342
455000,0,148,148,1.316903,103.922314
455001,6,139,145,1.316986,103.922276
455002,0,12,12,1.310928,103.925589
455003,2,46,48,1.314337,103.922807
455004,1,0,1,1.315147,103.926314
455006,7,0,7,1.313299,103.928852
455007,1,15,16,1.313517,103.922642
455008,12,0,12,1.313608,103.922576
455009,6,1,7,1.31381,103.92264
455010,0,1,1,1.310273,103.926647
455011,47,1,48,1.3139,103.922604
455012,5,0,5,1.313887,103.92246
455013,2,9,11,1.313986,103.922563
455015,7,8,15,1.314067,103.922527
